Position,Moreinfo,Looking For,Highlights,Primary Keyword,English Level,Experience Years,CV,CV_lang,id,__index_level_0__
UI/UX Designer,"1,5+ years of experience on various types of projects: e-commerce web-sites, telegram-bots. Skilled on UX research and strongly oriented on pixel perfect eye-catching UI. Looking for the best solutions in my work throught the sence of empathy and permanently updated knowledge.",,,Design,pre,1.5,"
1,5+ years of experience on various types of projects: e-commerce web-sites, telegram-bots. Skilled on UX research and strongly oriented on pixel perfect eye-catching UI. Looking for the best solutions in my work throught the sence of empathy and permanently updated knowledge.
",en,16647cd9-a516-5dc8-80d1-94e82742198b,218691
UI/UX Designer,"-	1,7 years of experience in outstaffing IT company;
-	More than 9 years in IT industry;
-       Making web design for some e-commerce and educational projects.
-  	Illustrating design ideas, designing graphic user interface elements, customization of ready-to-use templates etc
-	Knowledge of sourcing tools, Boolean and X-ray search;
-	Knowledge of IT technologies (programming languages, frameworks, databases etc.);
-	Experience in gathering and analyzing requirements;
-	Attentiveness to details;
-	Experience of working both with repetitive and exclusive tasks.
Main Tools: HTML, CSS, Adobe Photoshop, Adobe Illustrator, WP SEO Plugins, Google AdWords, Google Webmaster tools, Yandex Webmaster.","Interesting job with career opportunities, good colleagues, nice office, worthy salary.",,Design,upper,2.0,"
-	1,7 years of experience in outstaffing IT company;
-	More than 9 years in IT industry;
-       Making web design for some e-commerce and educational projects.
-  	Illustrating design ideas, designing graphic user interface elements, customization of ready-to-use templates etc
-	Knowledge of sourcing tools, Boolean and X-ray search;
-	Knowledge of IT technologies (programming languages, frameworks, databases etc.);
-	Experience in gathering and analyzing requirements;
-	Attentiveness to details;
-	Experience of working both with repetitive and exclusive tasks.
Main Tools: HTML, CSS, Adobe Photoshop, Adobe Illustrator, WP SEO Plugins, Google AdWords, Google Webmaster tools, Yandex Webmaster.
Interesting job with career opportunities, good colleagues, nice office, worthy salary.",en,94f0ebbf-33bc-55d3-a960-d99ca45328cf,218692
UI/UX Designer,"1. Andersenlab (UI/UX Design / Product Designer)

Did:

- Product Designer + Lead Designer in the Fintech industry. Created new features, improved current flow, user interview, competitor research, reviewed other team designers work)

- IT-industry (UI/UX Designer): UX research, created new features, unmoderated testing.

- E-commerce :

2. AMCONSOFT (UI/UX Design)

Did:
- User workflow development alongside personas and wireframes. Visual trends research. Concept creation. Lottie animations.
- UI/UX development of the ride-hailing application including: build information architecture, low-fidelity wireframes, create concepts, hight-fidelity wireframes, UI design, prototyping.
- Brand design, visual identity, design for social networks, posters, banners, illustrations, polygraphy.
- Act as a part of the cross-functional scrum team.
- Work on the final visualization in the form of concepts, guides, and UI-prototypes.
- UI/UX design and prototypes (lo-fi and hi-fi).
- Analysis of user problems, market and competitors research.

3. Freelance at Upwork

Did:
- Creating the UI style and particular look of a website, mobile app, web-based apps basing on the description of a product idea.
- Conducting a full design cycle from research to final project
- Brand & Identity Design

4. Design Assistant (For Senior Designer)",A job in a highly motivated technical team which solves real-world problems as well as the place to share knowledge together with an opportunity to learn as much as possible. Prefer the place where the development process allows you to get the feedback right away.,,Design,intermediate,5.0,"
1. Andersenlab (UI/UX Design / Product Designer)

Did:

- Product Designer + Lead Designer in the Fintech industry. Created new features, improved current flow, user interview, competitor research, reviewed other team designers work)

- IT-industry (UI/UX Designer): UX research, created new features, unmoderated testing.

- E-commerce :

2. AMCONSOFT (UI/UX Design)

Did:
- User workflow development alongside personas and wireframes. Visual trends research. Concept creation. Lottie animations.
- UI/UX development of the ride-hailing application including: build information architecture, low-fidelity wireframes, create concepts, hight-fidelity wireframes, UI design, prototyping.
- Brand design, visual identity, design for social networks, posters, banners, illustrations, polygraphy.
- Act as a part of the cross-functional scrum team.
- Work on the final visualization in the form of concepts, guides, and UI-prototypes.
- UI/UX design and prototypes (lo-fi and hi-fi).
- Analysis of user problems, market and competitors research.

3. Freelance at Upwork

Did:
- Creating the UI style and particular look of a website, mobile app, web-based apps basing on the description of a product idea.
- Conducting a full design cycle from research to final project
- Brand & Identity Design

4. Design Assistant (For Senior Designer)
A job in a highly motivated technical team which solves real-world problems as well as the place to share knowledge together with an opportunity to learn as much as possible. Prefer the place where the development process allows you to get the feedback right away.",en,2aa4bc06-8581-5afa-84c6-f48919b1d74f,218693
UI/UX Designer,"1. April 2021 —June 2021
DigitalWand | IT-company
Russia

Senior Designer

2.October 2019-present
Yume Solution - project work
Kiev 

UI/UX Designer

3.June 2020 - February 2021
OOO Stroy City Trade (Stroylandia) 
Russia

UI/UX Designer

4. December 2017 - April 2018
Blogman - full time
Russia

UI/UX Designer

5. April 2018 - June 2020
New Point - full time

Web Designer

Skills:
- UI/UX (more than 2 years experience);
- I create prototypes, including interactive ones;
- I'm a knack for IOS and Android hydelines, and apply them to my work;
- write User Story and create User Flow for future products;
- know how to analyze, create competent audits;
- create and maintain design systems.",I want to get experience working with foreign companies.  I'm more interested in working on applications than websites.,"- as part of the PTG team, won first place in the 2020 Hackathon for the Orenburg region,
with the desktop application ""Chip&Pet"" for the competent control of the population of homeless animals;
- within the framework of the Hackathon, she took the grand prize for the best presentation from Megafon;
- led a lecture on the basics of Figma for beginners from the online school M-idea",Design,pre,3.0,"- as part of the PTG team, won first place in the 2020 Hackathon for the Orenburg region,
with the desktop application ""Chip&Pet"" for the competent control of the population of homeless animals;
- within the framework of the Hackathon, she took the grand prize for the best presentation from Megafon;
- led a lecture on the basics of Figma for beginners from the online school M-idea
1. April 2021 —June 2021
DigitalWand | IT-company
Russia

Senior Designer

2.October 2019-present
Yume Solution - project work
Kiev 

UI/UX Designer

3.June 2020 - February 2021
OOO Stroy City Trade (Stroylandia) 
Russia

UI/UX Designer

4. December 2017 - April 2018
Blogman - full time
Russia

UI/UX Designer

5. April 2018 - June 2020
New Point - full time

Web Designer

Skills:
- UI/UX (more than 2 years experience);
- I create prototypes, including interactive ones;
- I'm a knack for IOS and Android hydelines, and apply them to my work;
- write User Story and create User Flow for future products;
- know how to analyze, create competent audits;
- create and maintain design systems.
I want to get experience working with foreign companies.  I'm more interested in working on applications than websites.",en,3e3d9d4a-44d0-53a1-bb13-75be69c2cec1,218694
UI/UX Designer,"1.Creating online store for Hello Fresh that sells nutrition 
program
Main task. Create a user-friendly website with a member s area, calorie calculator and feedback. Make a mobile adaptation of the website
2.Rebranding the BRSM petrol station network mobile 
app
Make a modern interface in which any function is available to the user in a single click
3.Rebranding the MK localisation website 
Make the website modern and adapt it for the European market
4.Creating a lending page and an internet payment 
system for a start up cryptocurrency market BiNext
The main task. To show the simplicity of a crypto-exchange, create quick and detailed filtering for the administration dashboard",,,Design,upper,0.0,"
1.Creating online store for Hello Fresh that sells nutrition 
program
Main task. Create a user-friendly website with a member s area, calorie calculator and feedback. Make a mobile adaptation of the website
2.Rebranding the BRSM petrol station network mobile 
app
Make a modern interface in which any function is available to the user in a single click
3.Rebranding the MK localisation website 
Make the website modern and adapt it for the European market
4.Creating a lending page and an internet payment 
system for a start up cryptocurrency market BiNext
The main task. To show the simplicity of a crypto-exchange, create quick and detailed filtering for the administration dashboard
",en,5f42142a-89d8-5de9-a5ef-a60dc9fc45f4,218695
UI/UX Designer,"1. Design Intern Joma UA

March-June 2021 | Ukraine

Found and corrected inconsistencies between the design from Figma and design on the site
Design implementation via CSS and HTML coding


2. UI/UX Designer (Intern) Singapore University of Technology and Design

August 2021 | Ukraine

Сonducted UX research, creating Wireframe and prepared documentation


3. UI/UX Designer Freelance

September 2021 - up to now | Ukraine

Developing and redesign landing pages, creating delivery cards, e-mail ads, doing UX and user research


4. UI/UX Designer Remote Helpers

May 2022 - July 2022 | Ukraine

Developing landing pages of trends of 2021-2022
Making redesign of site
Developing mobile app
Making design for Facebook ads
Building landing pages on Wordpress Elementor

5. Web Designer Viberance - Digital Marketing Agency

Aug 2022 - Nov 2022 | Ukraine

Making design for social media posts
Making logo design, brand book, print production
Work with video in Premier Pro
Create animation in Vyond
Building landing pages on Wordpress Elementor",,"Skills:

-Design:
Wireframe
Prototypes
UX Research
Interaction design
RoadMap
JourneyMap

-Software:
Figma
Photoshop
Illustrator
HTML5
CSS3
VS Code
GitHub
Wordpress Elementor",Design,intermediate,1.5,"Skills:

-Design:
Wireframe
Prototypes
UX Research
Interaction design
RoadMap
JourneyMap

-Software:
Figma
Photoshop
Illustrator
HTML5
CSS3
VS Code
GitHub
Wordpress Elementor
1. Design Intern Joma UA

March-June 2021 | Ukraine

Found and corrected inconsistencies between the design from Figma and design on the site
Design implementation via CSS and HTML coding


2. UI/UX Designer (Intern) Singapore University of Technology and Design

August 2021 | Ukraine

Сonducted UX research, creating Wireframe and prepared documentation


3. UI/UX Designer Freelance

September 2021 - up to now | Ukraine

Developing and redesign landing pages, creating delivery cards, e-mail ads, doing UX and user research


4. UI/UX Designer Remote Helpers

May 2022 - July 2022 | Ukraine

Developing landing pages of trends of 2021-2022
Making redesign of site
Developing mobile app
Making design for Facebook ads
Building landing pages on Wordpress Elementor

5. Web Designer Viberance - Digital Marketing Agency

Aug 2022 - Nov 2022 | Ukraine

Making design for social media posts
Making logo design, brand book, print production
Work with video in Premier Pro
Create animation in Vyond
Building landing pages on Wordpress Elementor
",en,98594d25-cada-5069-a535-b3a082c7806f,218696
UI/UX Designer,"1. E-commerce website for Vinyl Records
Main goals:
- creating an old-school/retro visuals
- integrating a constructor into a website
- attracting attention to the offline store
- easy navigation
- clear checkout process

Responsibilities:
- UI/UX design
- full research & analysis (target audience and pain points, key offers, competitors, main tasks and solutions)
- planning & strategy
- sitemapping
- creating wireframes
- UI design
- prototyping & animations

Designed pages:
- homepage
- product catalog with filters
- product page
- custom vinyl creation page (constructor function)
- checkout
- order confirmation
- page 404
- shopping cart pop ups

2. Landing Page for EvolveYou fitness app
The goals of the project:
- easy navigation
- clear and transparent information about subscription plans
- increasing conversion of buying an annual subscription

My responsibilities:
- brand research and project analysis (target audience & its pain points, business competitors, tasks and solutions)
- creating wireframes
- UI design using real content of the original brand
- prototyping
- adaptive/responsive design for desktop, tablet & phone

3. Behance presentation design for a completed project (outsource) 
The design was adapted to a specific brand style and system and consisted of 9 blocks (27 screens total).",,,Design,upper,0.5,"
1. E-commerce website for Vinyl Records
Main goals:
- creating an old-school/retro visuals
- integrating a constructor into a website
- attracting attention to the offline store
- easy navigation
- clear checkout process

Responsibilities:
- UI/UX design
- full research & analysis (target audience and pain points, key offers, competitors, main tasks and solutions)
- planning & strategy
- sitemapping
- creating wireframes
- UI design
- prototyping & animations

Designed pages:
- homepage
- product catalog with filters
- product page
- custom vinyl creation page (constructor function)
- checkout
- order confirmation
- page 404
- shopping cart pop ups

2. Landing Page for EvolveYou fitness app
The goals of the project:
- easy navigation
- clear and transparent information about subscription plans
- increasing conversion of buying an annual subscription

My responsibilities:
- brand research and project analysis (target audience & its pain points, business competitors, tasks and solutions)
- creating wireframes
- UI design using real content of the original brand
- prototyping
- adaptive/responsive design for desktop, tablet & phone

3. Behance presentation design for a completed project (outsource) 
The design was adapted to a specific brand style and system and consisted of 9 blocks (27 screens total).
",en,3fe84f1f-ba79-5ad9-9b18-5ebc93e18fd6,218697
UI/UX Designer,"1. Finances & Budget management web service | 2022

The idea of this project was to create a non-complicated service for wide range of users who need to keep their finances under control. 
After conducting research consisted of market analysis and discovering user experience of target audience I made Persona as a composite character users segment to understand all their tasks, needs, and goals and to structure all gathered information to avoid the creation of needless features.
Artifacts which was made to get as a result the most demanded product for users:
 - Competitor Analysis
 - In-Depth Interviews
 - Persona & User Stories
 - Customer Journey Map
 - Product Hypotheses
 - Medium Fidelity Wireframe
 - Adaptive Design for Mobile

2. Psychologist Consultation mobile application

The mobile application was designed to make the process of recieveing consultations more easy and to help people in supporting their mental health level. 
I made research including online surveys and in-depth interviews to discover the user experience of the target audience. 
In addition, such artifacts helped to involve needful features which are useful for users:
 - Information Architecture
 - User Flow
 - Customer Journey Map
 - Kano Model feature prioritization
 - Job Stories
 - Market & Competitor Analysis
 - Clickable Prototype
 - Usability Testing",,,Design,upper,1.0,"
1. Finances & Budget management web service | 2022

The idea of this project was to create a non-complicated service for wide range of users who need to keep their finances under control. 
After conducting research consisted of market analysis and discovering user experience of target audience I made Persona as a composite character users segment to understand all their tasks, needs, and goals and to structure all gathered information to avoid the creation of needless features.
Artifacts which was made to get as a result the most demanded product for users:
 - Competitor Analysis
 - In-Depth Interviews
 - Persona & User Stories
 - Customer Journey Map
 - Product Hypotheses
 - Medium Fidelity Wireframe
 - Adaptive Design for Mobile

2. Psychologist Consultation mobile application

The mobile application was designed to make the process of recieveing consultations more easy and to help people in supporting their mental health level. 
I made research including online surveys and in-depth interviews to discover the user experience of the target audience. 
In addition, such artifacts helped to involve needful features which are useful for users:
 - Information Architecture
 - User Flow
 - Customer Journey Map
 - Kano Model feature prioritization
 - Job Stories
 - Market & Competitor Analysis
 - Clickable Prototype
 - Usability Testing
",en,b12f89cb-a9f6-5730-8679-4f4b8f539e47,218698
UI/UX Designer,"1. Freedom Finance Broker
-Independently completed the redesign of the employee training platform
-Briefing and interview with the customer
-Conducted various UX studies
-Presented the final product

2. Client — DeepRender (Machine Learning Company)
Cloud Computing Platform
October 2022 – Present (3 months)
Following technical talks with the VP, other cloud-computing platforms (AWS, Azure, Oracle Cloud) were studied for inspiration. My design process followed these steps: information architecture & Lo-Fi wireframes, wireframes, components, UI-Kit, and final design (according to the company style guide and brand-book).
This was a pivotal project for my career development. The challenge propelled my Figma and design thought-process, while also developing soft skills for close cooperation with a highly technical client.

3. iOS App Redesign — Image & Video Compression App
September 2022 (2 weeks) 
The existing Figma document required major refactoring due to numerous anti-patterns and poor layout. In addition to a simpler redesign, provided designs for new features requested by the client. The project was more focused on UI than UX. 

4. Personal Projects
Foodie —  Social Network for Food Lovers
June 2022 - July 2022 (1 month)
Share food-related experiences and recommendations; discover and read about new places, and leave reviews. A study of the target audience and competitors was conducted, and information architecture, prototypes, and 20+ screens encompassed the final product.
Online Cosmetics Store —  E-Commerce Design
December 2021-January 2022 (1 month)
Design inspired by other high-end western projects. Analyzed the main competitors, as well as the target audience, next step was to create information architecture, Lo-Fi & high fidelity wireframes, design concept, and finally, UI design.",,,Design,fluent,1.0,"
1. Freedom Finance Broker
-Independently completed the redesign of the employee training platform
-Briefing and interview with the customer
-Conducted various UX studies
-Presented the final product

2. Client — DeepRender (Machine Learning Company)
Cloud Computing Platform
October 2022 – Present (3 months)
Following technical talks with the VP, other cloud-computing platforms (AWS, Azure, Oracle Cloud) were studied for inspiration. My design process followed these steps: information architecture & Lo-Fi wireframes, wireframes, components, UI-Kit, and final design (according to the company style guide and brand-book).
This was a pivotal project for my career development. The challenge propelled my Figma and design thought-process, while also developing soft skills for close cooperation with a highly technical client.

3. iOS App Redesign — Image & Video Compression App
September 2022 (2 weeks) 
The existing Figma document required major refactoring due to numerous anti-patterns and poor layout. In addition to a simpler redesign, provided designs for new features requested by the client. The project was more focused on UI than UX. 

4. Personal Projects
Foodie —  Social Network for Food Lovers
June 2022 - July 2022 (1 month)
Share food-related experiences and recommendations; discover and read about new places, and leave reviews. A study of the target audience and competitors was conducted, and information architecture, prototypes, and 20+ screens encompassed the final product.
Online Cosmetics Store —  E-Commerce Design
December 2021-January 2022 (1 month)
Design inspired by other high-end western projects. Analyzed the main competitors, as well as the target audience, next step was to create information architecture, Lo-Fi & high fidelity wireframes, design concept, and finally, UI design.
",en,c8c7b517-2e30-5dbd-82d6-a777e8448b6f,218699
UI/UX Designer,"1) Graphic designer at Printing Lutsk (development of logos, banners, business cards, leaflets)
2) Concept artist at Maya Games.
3) Website development for Ukraine Robotics.
4) Creating a landing page for Wombats corp.",,,Design,pre,1.0,"
1) Graphic designer at Printing Lutsk (development of logos, banners, business cards, leaflets)
2) Concept artist at Maya Games.
3) Website development for Ukraine Robotics.
4) Creating a landing page for Wombats corp.
",en,0be49280-fa79-5c7e-b924-5ef21c121060,218700
UI/UX Designer,"1. I hold a diploma in architecture which gives me some knowledge about style, composition, form, and color
2. My total work experience is 3 years 
3. I have Intermediate English level
4. I have experience in designing Websites, Mobile Apps, Animations and Print Media
5. I have in-depth knowledge of almost all of the top design and prototyping tools (Adobe PS/AI, Sketch, Principle, Axure, Invision, Zeplin etc.)
6. I am a team player and can effective collaboration with team members to achieve best results",,"Worked on branding and website for Uber Dnipro, created logotypes for Lama & CheckTheWeels services, made website design for KOTE travel agency. Also, as a side activity, I am responsible for making animations and printing illustrations.  

As a UI Designer at HealthJoy, I was working on the company website, blog, and application. While working on HealthJoy app I was involved not only in UI design but also in making UX & user researchers.

Joined Tubik studio as an intern. During the internship, I was developing concepts for landing pages, websites, and apps. After the internship, I joined the company as a junior UI designer. Throughout this period I worked on the design for Pnyks music player and created a landing page for Caspio.com.",Design,intermediate,3.0,"Worked on branding and website for Uber Dnipro, created logotypes for Lama & CheckTheWeels services, made website design for KOTE travel agency. Also, as a side activity, I am responsible for making animations and printing illustrations.  

As a UI Designer at HealthJoy, I was working on the company website, blog, and application. While working on HealthJoy app I was involved not only in UI design but also in making UX & user researchers.

Joined Tubik studio as an intern. During the internship, I was developing concepts for landing pages, websites, and apps. After the internship, I joined the company as a junior UI designer. Throughout this period I worked on the design for Pnyks music player and created a landing page for Caspio.com.
1. I hold a diploma in architecture which gives me some knowledge about style, composition, form, and color
2. My total work experience is 3 years 
3. I have Intermediate English level
4. I have experience in designing Websites, Mobile Apps, Animations and Print Media
5. I have in-depth knowledge of almost all of the top design and prototyping tools (Adobe PS/AI, Sketch, Principle, Axure, Invision, Zeplin etc.)
6. I am a team player and can effective collaboration with team members to achieve best results
",en,1be044db-c93c-5698-a8d2-5c40bd6145f7,218701
UI/UX Designer,"1) Junior QA Engineer (Feb., 2015 — Sept., 2016 ) at Luxoft (UBS account)
Responsibilities:
- Creating and analysis technical requirements;
- Designing and implementing of test documents (test plan, test suite, bug report);
- Supporting all manual testing (functional and non-functional, user interface, usability, regression);
- Executing all test cases and report defects, define severity and priority for each defect;
- Collaboration with a software development team;

Technical Skills:
 Databases: Oracle, MySQL;
 Operation Systems: Windows, Linux;
 Bug-tracking systems: Jira, Confluence;
 Web debugging tools: Google Chrome DevTools.

2) Maternity Leave (Sept., 2016 – Sept., 2019)

3) QA Engineer (Sept., 2019 — June, 2020)  at Luxoft 
Automotive project (SEAT)
Responsibilities:
- Supporting  smoke testing;
- Report defects, define severity and priority for each defect;
- Collaboration with a software development team;

4) UI/UX Designer (2022 – now) - freelance
Tools: 
Figma(strong), Photoshop(basic), Illustrator(basic),
Platforms: WIX
Skills: 
- User interface design
- User experience design
- Research and analysis
- Excellent communication skills with clients
- Adaptive design
- Wireframing & Prototyping
- Agile workflow
- Typography",,,Design,intermediate,1.0,"
1) Junior QA Engineer (Feb., 2015 — Sept., 2016 ) at Luxoft (UBS account)
Responsibilities:
- Creating and analysis technical requirements;
- Designing and implementing of test documents (test plan, test suite, bug report);
- Supporting all manual testing (functional and non-functional, user interface, usability, regression);
- Executing all test cases and report defects, define severity and priority for each defect;
- Collaboration with a software development team;

Technical Skills:
 Databases: Oracle, MySQL;
 Operation Systems: Windows, Linux;
 Bug-tracking systems: Jira, Confluence;
 Web debugging tools: Google Chrome DevTools.

2) Maternity Leave (Sept., 2016 – Sept., 2019)

3) QA Engineer (Sept., 2019 — June, 2020)  at Luxoft 
Automotive project (SEAT)
Responsibilities:
- Supporting  smoke testing;
- Report defects, define severity and priority for each defect;
- Collaboration with a software development team;

4) UI/UX Designer (2022 – now) - freelance
Tools: 
Figma(strong), Photoshop(basic), Illustrator(basic),
Platforms: WIX
Skills: 
- User interface design
- User experience design
- Research and analysis
- Excellent communication skills with clients
- Adaptive design
- Wireframing & Prototyping
- Agile workflow
- Typography
",en,63be90cc-f1fd-551a-a0df-6fd7f66bb69b,218702
UI/UX Designer,"1. Kram.Market (E-commerce StartUp):

- Collaborated with cross-functional teams to translate business requirements into innovative and user-centered design solutions for E-commerce StartUp
- Conducted user research, including interviews, surveys, and usability testing, to gain insights and inform the design process.
- Created wireframes, prototypes, and visual designs using industry-leading design tools such as Figma.
Iterated on designs based on user feedback and usability testing results, ensuring an intuitive and seamless user experience.
- Successfully delivered design projects within established timelines and contributed to the growth of the company's user base and revenue.

2. Freelance:

During my freelance experience, I had the opportunity to work on various projects where I took on multiple roles, collaborated with clients, and utilized various technologies to deliver exceptional results.

- Developed brand identities: Created visually appealing logos, typography, and color schemes that accurately represented clients' brands and resonated with their target audiences.
- Designed marketing materials: Designed engaging print collateral, including brochures, flyers, and posters, to effectively communicate clients' messages and promote their products or services.
- Created digital graphics: Developed eye-catching visuals for websites, social media platforms, and online advertising campaigns, utilizing tools such as Adobe Creative Suite (Photoshop, Illustrator) and Figma
- Collaborated with clients: Engaged in regular communication with clients to understand their objectives, gather feedback, and ensure project alignment with their vision.
- Worked independently: Managed end-to-end project execution, from initial concept development to final deliverables, ensuring deadlines were met and client expectations were exceeded.
- Explored new technologies: Stayed abreast of industry trends and emerging technologies to continually enhance my skill set and deliver cutting-edge design solutions.",I am eager to work alongside high-level designers who can mentor me and help me enhance my design skills. I believe in the power of collaboration and continuous learning to stay ahead in the industry. Joining a team that values knowledge sharing and fosters a culture of growth will enable me to create exceptional user experiences and push the boundaries of my creativity.,"Design Process and UX Artifacts:

- Implemented a streamlined design process that improved efficiency and collaboration among cross-functional teams.
- Developed and documented user personas, user flows, and customer journey maps to ensure a user-centered approach throughout the design process.
- Conducted comprehensive user research, including interviews and usability testing, to gather insights and validate design decisions.
- Created wireframes, interactive prototypes, and high-fidelity mockups to visualize and communicate design concepts effectively.
- Collaborated closely with developers to ensure seamless implementation of designs and maintain design integrity throughout the development cycle.

UI Design Skills:

- Demonstrated proficiency in UI design principles, creating visually appealing interfaces that are both aesthetically pleasing and user-friendly.
- Utilized color theory, typography, and visual hierarchy to create intuitive and engaging user interfaces.
- Designed and optimized responsive layouts, considering various screen sizes and device capabilities.
- Implemented effective use of icons, imagery, and other visual elements to enhance the user experience and reinforce brand identity.
- Applied knowledge of design patterns and best practices to create consistent and cohesive UI designs.

Business-Oriented Mindset:

- Demonstrated a keen understanding of business goals and the ability to align design solutions with strategic objectives.
- Actively participated in stakeholder meetings and translated business requirements into actionable design deliverables.
- Analyzed user data and feedback to iterate on designs and improve key performance metrics, such as conversion rates and user engagement.
- Contributed to the development of product roadmaps and feature prioritization based on user needs and business viability.
- Effectively communicated design concepts and rationales to non-design stakeholders, influencing dec",Design,upper,1.5,"Design Process and UX Artifacts:

- Implemented a streamlined design process that improved efficiency and collaboration among cross-functional teams.
- Developed and documented user personas, user flows, and customer journey maps to ensure a user-centered approach throughout the design process.
- Conducted comprehensive user research, including interviews and usability testing, to gather insights and validate design decisions.
- Created wireframes, interactive prototypes, and high-fidelity mockups to visualize and communicate design concepts effectively.
- Collaborated closely with developers to ensure seamless implementation of designs and maintain design integrity throughout the development cycle.

UI Design Skills:

- Demonstrated proficiency in UI design principles, creating visually appealing interfaces that are both aesthetically pleasing and user-friendly.
- Utilized color theory, typography, and visual hierarchy to create intuitive and engaging user interfaces.
- Designed and optimized responsive layouts, considering various screen sizes and device capabilities.
- Implemented effective use of icons, imagery, and other visual elements to enhance the user experience and reinforce brand identity.
- Applied knowledge of design patterns and best practices to create consistent and cohesive UI designs.

Business-Oriented Mindset:

- Demonstrated a keen understanding of business goals and the ability to align design solutions with strategic objectives.
- Actively participated in stakeholder meetings and translated business requirements into actionable design deliverables.
- Analyzed user data and feedback to iterate on designs and improve key performance metrics, such as conversion rates and user engagement.
- Contributed to the development of product roadmaps and feature prioritization based on user needs and business viability.
- Effectively communicated design concepts and rationales to non-design stakeholders, influencing dec
1. Kram.Market (E-commerce StartUp):

- Collaborated with cross-functional teams to translate business requirements into innovative and user-centered design solutions for E-commerce StartUp
- Conducted user research, including interviews, surveys, and usability testing, to gain insights and inform the design process.
- Created wireframes, prototypes, and visual designs using industry-leading design tools such as Figma.
Iterated on designs based on user feedback and usability testing results, ensuring an intuitive and seamless user experience.
- Successfully delivered design projects within established timelines and contributed to the growth of the company's user base and revenue.

2. Freelance:

During my freelance experience, I had the opportunity to work on various projects where I took on multiple roles, collaborated with clients, and utilized various technologies to deliver exceptional results.

- Developed brand identities: Created visually appealing logos, typography, and color schemes that accurately represented clients' brands and resonated with their target audiences.
- Designed marketing materials: Designed engaging print collateral, including brochures, flyers, and posters, to effectively communicate clients' messages and promote their products or services.
- Created digital graphics: Developed eye-catching visuals for websites, social media platforms, and online advertising campaigns, utilizing tools such as Adobe Creative Suite (Photoshop, Illustrator) and Figma
- Collaborated with clients: Engaged in regular communication with clients to understand their objectives, gather feedback, and ensure project alignment with their vision.
- Worked independently: Managed end-to-end project execution, from initial concept development to final deliverables, ensuring deadlines were met and client expectations were exceeded.
- Explored new technologies: Stayed abreast of industry trends and emerging technologies to continually enhance my skill set and deliver cutting-edge design solutions.
I am eager to work alongside high-level designers who can mentor me and help me enhance my design skills. I believe in the power of collaboration and continuous learning to stay ahead in the industry. Joining a team that values knowledge sharing and fosters a culture of growth will enable me to create exceptional user experiences and push the boundaries of my creativity.",en,d2a8d54d-bf57-5ab6-9032-56c9de345245,218703
UI/UX Designer,"1) Landing page for a travel agency. 

Managed full cycle of architecting and development of design project. 

– Initial interview with client to clarify all business needs and specify project goals
– Deep analysis of current competitors and market
– Brief poll of current and possible clients
– Creation of User Story/Scenario/Flow based on poll results 
– Compose page architecture
– Creation of page wireframe and following filling with content
– Agreement of page desing with client



2) Redesign concept for a jewelry store. 

In order to improve my skills I've created a redesign concept of Tiffany&Co. website as a pet-project. During redesign process I've made a research regarding the best appearance of jewelry store websites. After getting inspired I've made my own vision of how modern jewelry company website should look like.",,,Design,intermediate,1.0,"
1) Landing page for a travel agency. 

Managed full cycle of architecting and development of design project. 

– Initial interview with client to clarify all business needs and specify project goals
– Deep analysis of current competitors and market
– Brief poll of current and possible clients
– Creation of User Story/Scenario/Flow based on poll results 
– Compose page architecture
– Creation of page wireframe and following filling with content
– Agreement of page desing with client



2) Redesign concept for a jewelry store. 

In order to improve my skills I've created a redesign concept of Tiffany&Co. website as a pet-project. During redesign process I've made a research regarding the best appearance of jewelry store websites. After getting inspired I've made my own vision of how modern jewelry company website should look like.
",en,2c12ad13-2091-51a2-89f4-bcf9f7619858,218704
