Position,Moreinfo,Looking For,Highlights,Primary Keyword,English Level,Experience Years,CV,CV_lang,id,__index_level_0__
Junior UI/UX Designer,"Навчалася в Академії ШАГ за направленням ""Компьютерна графіка та дизайн. Проходила курси по UI/UX дизайну від WayUp, Alpaca School. Отримала професійні навички, які закріпила на практиці. Розробила лендінг для туристичного агенства та багатосторінковий сайт для аптечного сервісу з пошуку ліків.","Хочу потрапити в колектив, який ""горить"" своєю справою. Для мене важливим є перейняття досвіду у досвідченіших колег та можливість кар'єрного розвитку в компанії.","Розробляла лендінги та багатосторінковий сайт.
Вивчала айдентику та психологію кольору. Розумію, як розробляється сайт (побудова сітки, поведінка користувача, підбір кольорів, гарнітури, візуал), як зробити його інтуїтивно-зрозумілим для користувача.",Design,basic,0.0,"Розробляла лендінги та багатосторінковий сайт.
Вивчала айдентику та психологію кольору. Розумію, як розробляється сайт (побудова сітки, поведінка користувача, підбір кольорів, гарнітури, візуал), як зробити його інтуїтивно-зрозумілим для користувача.
Навчалася в Академії ШАГ за направленням ""Компьютерна графіка та дизайн. Проходила курси по UI/UX дизайну від WayUp, Alpaca School. Отримала професійні навички, які закріпила на практиці. Розробила лендінг для туристичного агенства та багатосторінковий сайт для аптечного сервісу з пошуку ліків.
Хочу потрапити в колектив, який ""горить"" своєю справою. Для мене важливим є перейняття досвіду у досвідченіших колег та можливість кар'єрного розвитку в компанії.",uk,ae057f79-8692-59d9-8ba0-f27102410602,11158
Junior UI/UX Designer,"Навчальні проекти та фріланс. Основні завдання: дизайн сайтів, мобільних додатків, банерів для соціальних мереж, редизайн каталогу продукції, розробка презентацій. Для цього проводилися дослідження конкурентів, вивчення цільової аудиторії, побудова інформаційної архітектури, створення персони, складання прототипів.",,Курси англійською від Google з основ UX Дизайну та від Університету Міннесоти з основ UI дизайну.,Design,intermediate,0.0,"Курси англійською від Google з основ UX Дизайну та від Університету Міннесоти з основ UI дизайну.
Навчальні проекти та фріланс. Основні завдання: дизайн сайтів, мобільних додатків, банерів для соціальних мереж, редизайн каталогу продукції, розробка презентацій. Для цього проводилися дослідження конкурентів, вивчення цільової аудиторії, побудова інформаційної архітектури, створення персони, складання прототипів.
",uk,617ba8eb-efdc-57a8-96b2-f1da446cf65e,11159
Junior UI/UX Designer,"На даний момент закінчую курси ""UI/UX Design"". Вже вмію проектувати цікавий, привабливий і зручний інтерфейс, складаю персони, досліджую конкурентів та  вимоги користувачів, збираю прототипи і тестую їх.",,"По закінченню курсу ""Основи Web дизайну"" я відразу отримала перше замовлення та створила логотип.",Design,basic,0.5,"По закінченню курсу ""Основи Web дизайну"" я відразу отримала перше замовлення та створила логотип.
На даний момент закінчую курси ""UI/UX Design"". Вже вмію проектувати цікавий, привабливий і зручний інтерфейс, складаю персони, досліджую конкурентів та  вимоги користувачів, збираю прототипи і тестую їх.
",uk,9fcdcf4c-920c-515f-bf3a-199a1f8e226b,11160
Junior UI/UX Designer,"На протязі року працювала в компанії яка займаеться розробкою мобільних ігор, де основними моїми задачами був аналіз конкурентів, взаємодія з розробниками, створення макетів гри по ТЗ, анімація деяких екранів та персонажів, відслідковування нових тенденцій та дизайн презентацій для Apple Store.
Також в мене є досвід роботи помічником дизайнера, де в мої обов'язки входив редизайн сайтів, заміна елементів в новому дизайні та створення додаткових екранів по заданій стилістиці.",,,Design,basic,1.5,"
На протязі року працювала в компанії яка займаеться розробкою мобільних ігор, де основними моїми задачами був аналіз конкурентів, взаємодія з розробниками, створення макетів гри по ТЗ, анімація деяких екранів та персонажів, відслідковування нових тенденцій та дизайн презентацій для Apple Store.
Також в мене є досвід роботи помічником дизайнера, де в мої обов'язки входив редизайн сайтів, заміна елементів в новому дизайні та створення додаткових екранів по заданій стилістиці.
",uk,4f2eb220-dc0e-532c-b3b8-e537b788dbe2,11161
Junior UI/UX Designer,Немає досвіду роботи в IT компаніях. Але маю велике бажання розвиватися та навчатися новому. Відвідала багато вебінарів з веб та графічного дизайну. А також закінчила навчання в українській IT школі.,"Очікую дружній колектив та можливість навчитися новому та набути досвіду у дизайні. Навіть для новачків. Вважаю, що головне бажання і щиро любити свою справу. Тому, незважаючи на те, що в мене немає досвіду у роботі в компанії, я дуже хочу його набути і вірю, що у кожного є шанс.","За час навчання в IT школі покращила свої навички у дизайні, змогла зробити роботи в портфоліо набагато кращими, отримала приємні відгуки від куратора, тому можу сказати з упевненістю, що швидко навчаюсь і зможу досягти високого рівня у сфері дизайну. Мрію працювати у цій сфері і розвивати свої творчі здібності.",Design,intermediate,0.0,"За час навчання в IT школі покращила свої навички у дизайні, змогла зробити роботи в портфоліо набагато кращими, отримала приємні відгуки від куратора, тому можу сказати з упевненістю, що швидко навчаюсь і зможу досягти високого рівня у сфері дизайну. Мрію працювати у цій сфері і розвивати свої творчі здібності.
Немає досвіду роботи в IT компаніях. Але маю велике бажання розвиватися та навчатися новому. Відвідала багато вебінарів з веб та графічного дизайну. А також закінчила навчання в українській IT школі.
Очікую дружній колектив та можливість навчитися новому та набути досвіду у дизайні. Навіть для новачків. Вважаю, що головне бажання і щиро любити свою справу. Тому, незважаючи на те, що в мене немає досвіду у роботі в компанії, я дуже хочу його набути і вірю, що у кожного є шанс.",uk,d0f625e4-573c-5b7d-b742-9586045d8528,11162
Junior UI/UX Designer,"Один з найбільших поектів був від Міністерства Освіти України це був мобільний додаток по пошуку роботи      E-Profi. Моя роль була, як Мобільного дизайнера розробити дизайн для екранів користувача, компанії і навчального закладу. Продумати дизайн так, щоб любому користувачу було зрозуміло, які дії відбудуться взаємодіючи з компонентами інтерфейсу. Також для цієї програми, я розробив логотип, який би виглядав цікаво і передавав тематику програми.",Не хочу займатися веб дизайном і сидіти без діла),"На мою думку одним з досягнень це те, що я закіньчив курси по UI/UX дизайну в IT Step academy на відмінно.",Design,pre,0.5,"На мою думку одним з досягнень це те, що я закіньчив курси по UI/UX дизайну в IT Step academy на відмінно.
Один з найбільших поектів був від Міністерства Освіти України це був мобільний додаток по пошуку роботи      E-Profi. Моя роль була, як Мобільного дизайнера розробити дизайн для екранів користувача, компанії і навчального закладу. Продумати дизайн так, щоб любому користувачу було зрозуміло, які дії відбудуться взаємодіючи з компонентами інтерфейсу. Також для цієї програми, я розробив логотип, який би виглядав цікаво і передавав тематику програми.
Не хочу займатися веб дизайном і сидіти без діла)",uk,d0103a74-e136-589e-be76-21e4a7ecfdee,11163
Junior UI/UX Designer,"Під час навчання було розроблено Landing Page , Mobile App , E-commerce

Mobile App та E-commerce було розроблено від самого початку: дослідження ринку, конкурентів, дослідження ЦА(  user-інтервю ,прото-персона,CJM,user-cases) User flow , інформаціна архітектури сторінки.",Очікую працювати з крутими креативними людьми та розвиватвись в сфері дизайну . Створювати класні продукти та робити світ кращим)),"Якщо говорити про досягнення в сфері дизайну, то це однозначно курс IT Generation , отримати гранд на навчання серед сотні тисяч претендентів це досягнення.
Я не маю досвіду в роботі дизайнера ,але маю велику наполегливість та бажання , це вже теж досягнення - не сидіти склавши руки !))",Design,pre,0.0,"Якщо говорити про досягнення в сфері дизайну, то це однозначно курс IT Generation , отримати гранд на навчання серед сотні тисяч претендентів це досягнення.
Я не маю досвіду в роботі дизайнера ,але маю велику наполегливість та бажання , це вже теж досягнення - не сидіти склавши руки !))
Під час навчання було розроблено Landing Page , Mobile App , E-commerce

Mobile App та E-commerce було розроблено від самого початку: дослідження ринку, конкурентів, дослідження ЦА(  user-інтервю ,прото-персона,CJM,user-cases) User flow , інформаціна архітектури сторінки.
Очікую працювати з крутими креативними людьми та розвиватвись в сфері дизайну . Створювати класні продукти та робити світ кращим))",uk,d4ecbc76-632f-5407-89f3-f3ac94ee7864,11164
Junior UI/UX Designer,"Під час своєї
кар'єри у сфері UI/UX дизайну, я пройшов ряд повчальних програм і
курсів, щоб поглибити свої знання і навички. Мої учителі і ментори
надихнули мене і поділилися цінною інформацією, яка стала
фундаментом для мене.Особливо важливим досвідом для мене було
спілкування з підприємцем, у якого була власна студія по дизайну. Його
досвід дав мені розуміння цінності дизайну у бізнесі і важливості
забезпечення задовільного призначеного для користувача досвіду","Мої очікування від роботи у сфері UI/UX дизайну після того, як я повернувся в цю область, дуже високі. Я розумію, що багато речей могли змінитися відколи я працював в цій сфері востаннє, і я готовий узяти на себе виклики, які мають відбутися. Професійний розвиток: Я чекаю, що зможу активно розвивати свої навички і знання в області UI/UX дизайну. Ця сфера постійно еволюціонує, і я готовий вчитися новим інструментам і методологіям. Творчість і самовираження : Мені важливо мати можливість проявляти свою творчу натуру через дизайн. Я сподіваюся, що зможу працювати над проектами, які дозволять мені надавати інтерфейсам унікальний і привабливий вид. Відповідальність і вклад : Я хочу внести свій вклад в проекти і компанію, для якої працюватиму. Чекаю можливості працювати над важливими завданнями і бачити результати своєї роботи. Дотримання термінів і професійне зростання : Мені важливо працювати в динамічному середовищі, де дотримуються терміни і де я можу рости професійно. Я готовий до викликів і готовий довести свою цінність в цій сфері.",III місце на всуекраїнській універсіаді КіМу 2018,Design,intermediate,0.5,"III місце на всуекраїнській універсіаді КіМу 2018
Під час своєї
кар'єри у сфері UI/UX дизайну, я пройшов ряд повчальних програм і
курсів, щоб поглибити свої знання і навички. Мої учителі і ментори
надихнули мене і поділилися цінною інформацією, яка стала
фундаментом для мене.Особливо важливим досвідом для мене було
спілкування з підприємцем, у якого була власна студія по дизайну. Його
досвід дав мені розуміння цінності дизайну у бізнесі і важливості
забезпечення задовільного призначеного для користувача досвіду
Мої очікування від роботи у сфері UI/UX дизайну після того, як я повернувся в цю область, дуже високі. Я розумію, що багато речей могли змінитися відколи я працював в цій сфері востаннє, і я готовий узяти на себе виклики, які мають відбутися. Професійний розвиток: Я чекаю, що зможу активно розвивати свої навички і знання в області UI/UX дизайну. Ця сфера постійно еволюціонує, і я готовий вчитися новим інструментам і методологіям. Творчість і самовираження : Мені важливо мати можливість проявляти свою творчу натуру через дизайн. Я сподіваюся, що зможу працювати над проектами, які дозволять мені надавати інтерфейсам унікальний і привабливий вид. Відповідальність і вклад : Я хочу внести свій вклад в проекти і компанію, для якої працюватиму. Чекаю можливості працювати над важливими завданнями і бачити результати своєї роботи. Дотримання термінів і професійне зростання : Мені важливо працювати в динамічному середовищі, де дотримуються терміни і де я можу рости професійно. Я готовий до викликів і готовий довести свою цінність в цій сфері.",uk,c99f730a-2268-5583-89a4-e4adbb8ed4f0,11165
Junior UI/UX Designer,"Після довгого та цікавого вивчення UI/UX мала декілька проектів на фрілансі, в них входили дизайн система, ресерч, презентація, ваєрфрейми і тд. Пішла на курс, де навчилась основним принципам дизайну, прототипування, інклюзивному дизайну, дизайн мисленню, атомарному дизайну. Основним інструментов вивчення була Фігма, та базово Adobe. На фіналі курсу робили реальне замовлення у вигляді мобільного застосунку. Маю навички роботи з людьми, та роботі в команді.","Я повинна любити роботу і людей з якими працюватиму, тому:
- Дружній колектив
- Лояльне керівництво
- Чітка постанова завдань
- Порозуміння керівництва з працівниками

Інші критерії це:
- Продуктова компанія
- Можливість карʼєрного росту
- Різні тренінги, англійська, та інші ресурси для розвитку
- Буду рада, що великому проекту, що маленькій команді",,Design,pre,1.0,"
Після довгого та цікавого вивчення UI/UX мала декілька проектів на фрілансі, в них входили дизайн система, ресерч, презентація, ваєрфрейми і тд. Пішла на курс, де навчилась основним принципам дизайну, прототипування, інклюзивному дизайну, дизайн мисленню, атомарному дизайну. Основним інструментов вивчення була Фігма, та базово Adobe. На фіналі курсу робили реальне замовлення у вигляді мобільного застосунку. Маю навички роботи з людьми, та роботі в команді.
Я повинна любити роботу і людей з якими працюватиму, тому:
- Дружній колектив
- Лояльне керівництво
- Чітка постанова завдань
- Порозуміння керівництва з працівниками

Інші критерії це:
- Продуктова компанія
- Можливість карʼєрного росту
- Різні тренінги, англійська, та інші ресурси для розвитку
- Буду рада, що великому проекту, що маленькій команді",uk,fe99be96-23fc-569d-89d0-1d960dcee897,11166
Junior UI/UX Designer,"Після проходження курсів розробила pet-project - сайт для музикальної школи:
- Створювала wireframes та робила прототипування
- Маю досвід розробки UI-Kit та дизайн системи
- Вмію робити адаптивний дизайн

Зараз я у пошуку роботи, де зможу застосувати наявні навички та розвинути нові.",,,Design,intermediate,1.0,"
Після проходження курсів розробила pet-project - сайт для музикальної школи:
- Створювала wireframes та робила прототипування
- Маю досвід розробки UI-Kit та дизайн системи
- Вмію робити адаптивний дизайн

Зараз я у пошуку роботи, де зможу застосувати наявні навички та розвинути нові.
",uk,0903a9ec-bad7-5270-abe8-4f9a9d8eb0a3,11167
Junior UI/UX Designer,"Понад рік працюю веб-дизайнером. За цей час я створив багато якісних проектів, які отримали позитивні відгуки від клієнтів. Є досвід роботи у створенні сайтів, мобільних адаптивів, додатків, userflow, wireframes.",,,Design,pre,1.0,"
Понад рік працюю веб-дизайнером. За цей час я створив багато якісних проектів, які отримали позитивні відгуки від клієнтів. Є досвід роботи у створенні сайтів, мобільних адаптивів, додатків, userflow, wireframes.
",uk,760ff088-1f82-5c92-899a-11d7eadf4d7f,11168
Junior UI/UX Designer,"Попрацювала над двома мобільними додатками.
1 - ініціативна ідея для МінЦифр України
2- мобільний додаток для обліку фінансів
Над цими проетами займалася сама. Над першим ідея прийшла ще в університеті, додаток створювався на основі дизайну ""ДІЯ""  Зауважу, що він не реалізований міністерством, це виключно моя ідея.
Другий проект створювався для портфоліо, також є лендінг для школи англійської школи.
Над усіма працювала на Figma.
Досвіду з командою нажаль не маю,",,"Попрацювала над двома мобільними додатками.
1 - ініціативна ідея для МінЦифр України
2- мобільний додаток для обліку фінансів",Design,pre,0.0,"Попрацювала над двома мобільними додатками.
1 - ініціативна ідея для МінЦифр України
2- мобільний додаток для обліку фінансів
Попрацювала над двома мобільними додатками.
1 - ініціативна ідея для МінЦифр України
2- мобільний додаток для обліку фінансів
Над цими проетами займалася сама. Над першим ідея прийшла ще в університеті, додаток створювався на основі дизайну ""ДІЯ""  Зауважу, що він не реалізований міністерством, це виключно моя ідея.
Другий проект створювався для портфоліо, також є лендінг для школи англійської школи.
Над усіма працювала на Figma.
Досвіду з командою нажаль не маю,
",uk,fa45d127-64ee-5969-84e3-3224d2ed0864,11169
Junior UI/UX Designer,"Почала свою карʼєру у дизайні, опанувавши базові навички в Figma для своїх потреб. Згодом почала допомагати друзям та знайомим з дизайн макетами і згодом почала брати невеличкі замовлення на фрілансі. У більшості це був дизайн-поліграфія. 
Зрозумівши, що не вистачає знань, пішла на курси UI/UX Design in Beetroot Academy. Опанувала базові навички продуктового дизайну, покращила свої навички у Figma.",,"Здобула навички ux research, коли працювала над фінальним проєктом на курсах (досліджувала ринок, проводила інтерв'ю, створила опитувальники, щоб знайти болі користувачів). 
Після цього спроектувала wireframe і тестувала, а на основі фідбеку, після декількох ітерацій, підготувала фінальний прототип. 
Найбільшим досягненням для себе, я вважаю, навчитися процесу розробки – від ідеї до реалізації, через етапи тестування та валідації.

Одним із останніх проектів була розробка дизайн макетів меню для закладу. Однією з цілей було розробити таку структуру, яка б дозволяла вмістити різну кількість позицій. Я вирішила адаптувати макети таким чином, щоб замовник міг самостійно вносити корективи, а дизайн автоматично підлаштовувався під контент.
Це дозволило оптимізувати процес оновлення меню, зекономивши час та ресурси.",Design,pre,0.0,"Здобула навички ux research, коли працювала над фінальним проєктом на курсах (досліджувала ринок, проводила інтерв'ю, створила опитувальники, щоб знайти болі користувачів). 
Після цього спроектувала wireframe і тестувала, а на основі фідбеку, після декількох ітерацій, підготувала фінальний прототип. 
Найбільшим досягненням для себе, я вважаю, навчитися процесу розробки – від ідеї до реалізації, через етапи тестування та валідації.

Одним із останніх проектів була розробка дизайн макетів меню для закладу. Однією з цілей було розробити таку структуру, яка б дозволяла вмістити різну кількість позицій. Я вирішила адаптувати макети таким чином, щоб замовник міг самостійно вносити корективи, а дизайн автоматично підлаштовувався під контент.
Це дозволило оптимізувати процес оновлення меню, зекономивши час та ресурси.
Почала свою карʼєру у дизайні, опанувавши базові навички в Figma для своїх потреб. Згодом почала допомагати друзям та знайомим з дизайн макетами і згодом почала брати невеличкі замовлення на фрілансі. У більшості це був дизайн-поліграфія. 
Зрозумівши, що не вистачає знань, пішла на курси UI/UX Design in Beetroot Academy. Опанувала базові навички продуктового дизайну, покращила свої навички у Figma.
",uk,f0ea4d00-498c-5cb7-99ae-173263b20d43,11170
Junior UI/UX Designer,"Працювавала багато років графічним дизайнером у різних галузях, наразі шукаю розвиток у UI/UX. Маю художню освіту та удосконалювала свої навички проходженням різноманітних курсів.
На початку свого досвіду мала змогу попрацювати в поліграфії 3 роки, 1 рік геймінг дизайнер, від друку до сайту. Останій офіційний досвід роботи в рекламній агенції, робили все від інтернет банерів, презентацій, соц. мереж, брали участь в тендерах та робила каталоги діджитал та друковані тиражами від 200-500к. Наразі займаюсь фрілансом, здебільш реклама для соц мереж та розробка сайтій.","Шукаю роботу для себе, не просто для наявності працевлаштування. З крутим колективом, адекватним. Щоб  всім було цікаво займатись загальною справою і не було обезцінювання зі сторони керівництва. Маю націленість на результат, розвиток та ріст.",,Design,basic,8.0,"
Працювавала багато років графічним дизайнером у різних галузях, наразі шукаю розвиток у UI/UX. Маю художню освіту та удосконалювала свої навички проходженням різноманітних курсів.
На початку свого досвіду мала змогу попрацювати в поліграфії 3 роки, 1 рік геймінг дизайнер, від друку до сайту. Останій офіційний досвід роботи в рекламній агенції, робили все від інтернет банерів, презентацій, соц. мереж, брали участь в тендерах та робила каталоги діджитал та друковані тиражами від 200-500к. Наразі займаюсь фрілансом, здебільш реклама для соц мереж та розробка сайтій.
Шукаю роботу для себе, не просто для наявності працевлаштування. З крутим колективом, адекватним. Щоб  всім було цікаво займатись загальною справою і не було обезцінювання зі сторони керівництва. Маю націленість на результат, розвиток та ріст.",uk,b4b51319-e524-550c-a136-eda4e65f2e3c,11171
Junior UI/UX Designer,"Працював з Android Studio та Figma. Маю декілька ПЕТ проектів. Маю сертифікат від Cisco. Маю підтверджений рівень англійської. Навчаюся на 4 курсі за 125 спеціальністю ""Кубербезпека"" у національному університеті ""Одеська Юридична Академія""",,Маю декілька завершених ПЕТ проектів. Розвиваю софтскіли. Володію англійською на рівні Upper-Intermediate.,JavaScript,upper,0.5,"Маю декілька завершених ПЕТ проектів. Розвиваю софтскіли. Володію англійською на рівні Upper-Intermediate.
Працював з Android Studio та Figma. Маю декілька ПЕТ проектів. Маю сертифікат від Cisco. Маю підтверджений рівень англійської. Навчаюся на 4 курсі за 125 спеціальністю ""Кубербезпека"" у національному університеті ""Одеська Юридична Академія""
",uk,23653d48-7933-5958-a98e-0128e19d046b,11172
Junior UI/UX Designer,"Працювала Junior UI/UX Дизайнеров в Nustay (Київ) в команді зі старшим дизайнером. Розробляла мудборди, мок-апи, вайрфрейми, редизайн єлементів сторінок, оновлювала гайдлайни. Tакож є досвід роботи QA і тестування UI/UX сторін веб-сайтів. Працювала UX дизайнером в TemplateMonster, розробляла вайр-фрейми для різноманітних сфер бізнесу.",Порно-сайти,Збільшила прибуток компанії на 5% після юзабіліті тестування логіки сайту.,Design,upper,1.0,"Збільшила прибуток компанії на 5% після юзабіліті тестування логіки сайту.
Працювала Junior UI/UX Дизайнеров в Nustay (Київ) в команді зі старшим дизайнером. Розробляла мудборди, мок-апи, вайрфрейми, редизайн єлементів сторінок, оновлювала гайдлайни. Tакож є досвід роботи QA і тестування UI/UX сторін веб-сайтів. Працювала UX дизайнером в TemplateMonster, розробляла вайр-фрейми для різноманітних сфер бізнесу.
Порно-сайти",uk,a5e8e9a4-8a37-5a95-821b-9c6e59466b46,11173
Junior UI/UX Designer,"Працювала з фрілансерами. Поки є досвід з креативами для соц.мереж.
Також роблю креативи для однієї церкви, це креативи в соц.мережі та банери для ютуб. 
Готова покращуватись та покращувати свою роботу. Буду рада співпраці)",,"Привіт, нещодавно закінчила курси від Projector 
Курс був Mobile Apps Design, це нові круті знання, які б хотілось розвивати та йти цим шляхом 

Дуже буду рада співпраці 
Робила аналіз, user flow, навігацію, прототип і дизайн.",Design,basic,0.5,"Привіт, нещодавно закінчила курси від Projector 
Курс був Mobile Apps Design, це нові круті знання, які б хотілось розвивати та йти цим шляхом 

Дуже буду рада співпраці 
Робила аналіз, user flow, навігацію, прототип і дизайн.
Працювала з фрілансерами. Поки є досвід з креативами для соц.мереж.
Також роблю креативи для однієї церкви, це креативи в соц.мережі та банери для ютуб. 
Готова покращуватись та покращувати свою роботу. Буду рада співпраці)
",uk,4f3df741-47e9-57b7-8062-524208e6113c,11174
Junior UI/UX Designer,"Працювала мануальним QA 3,5 роки на e-commerce проектах (інтернет-магазини різної направленості). На цій позиції займалась переважно функціональним тестуванням та написанням документації як для розробників, так і для клієнтів.
Наразі проходжу парале,льно курс Google UX Design та курс з веб-дизайну в школі Alpaca. 
Попередній досвід роботи тестувальником допоміг розвинути надивленість, отримати навички роботи в фігмі, створення персон та User journey, досвід спілкування з клієнтом.",,,Design,intermediate,0.0,"
Працювала мануальним QA 3,5 роки на e-commerce проектах (інтернет-магазини різної направленості). На цій позиції займалась переважно функціональним тестуванням та написанням документації як для розробників, так і для клієнтів.
Наразі проходжу парале,льно курс Google UX Design та курс з веб-дизайну в школі Alpaca. 
Попередній досвід роботи тестувальником допоміг розвинути надивленість, отримати навички роботи в фігмі, створення персон та User journey, досвід спілкування з клієнтом.
",uk,dc817dc3-892a-5f0f-abd6-0cef6757a6e3,11175
Junior UI/UX Designer,"Працюючи у школі англійської мови була відповідальна за роведення індивідуальних занять для дітей від 6 до 15 років, складання навчальних планів та домашніх завдань, складання звітів щодо відвідування та оплати занять.",,"Успішно закінчені курси ""Web design basic"" та ""UI/UX Design Pro"" у айті-школі Hillel (обидва курси закінчені з оцінкою ""Exellent"" та з першим місцем в рейтингу учнів). Після кожного курсу був захист дипломних проектів, з якими я успішно справилася. Отримала грант на навчання за програмою ""IT Genertion"" та закінчила курс ""Web design"" від школи ""A-Level"".",Design,upper,0.0,"Успішно закінчені курси ""Web design basic"" та ""UI/UX Design Pro"" у айті-школі Hillel (обидва курси закінчені з оцінкою ""Exellent"" та з першим місцем в рейтингу учнів). Після кожного курсу був захист дипломних проектів, з якими я успішно справилася. Отримала грант на навчання за програмою ""IT Genertion"" та закінчила курс ""Web design"" від школи ""A-Level"".
Працюючи у школі англійської мови була відповідальна за роведення індивідуальних занять для дітей від 6 до 15 років, складання навчальних планів та домашніх завдань, складання звітів щодо відвідування та оплати занять.
",uk,4871a093-b39f-5380-a92e-d8bc12db6446,11176
Junior UI/UX Designer,"Привіт всім! 
Шукаю роботу на позицію trainee/junior UI/UX designer. Моя головна мета - стати справжнім професіоналом у цій галузі і навчитися створювати не тільки гарні, але й зручні інтерфейси. Якщо ви готові взяти на борт відповідальну особу і поділитися досвідом з тим, хто справді оцінить це, я саме та, хто вам потрібен.","Для мене важливо ""йти в ногу з часом"", постійно розвиватися і бути корисною соціуму за допомогою дизайну. Буде це маленька команда чи великий проект? - не важливо. Хочеться продумувати як продукт буде працювати, тобто стати спеціалістом UX/UI, який концентрується на потребах користувача. Логічні схеми, прототипи, компоновка, тесутвання - це все те, що мені до душі.",Є досвід розробки сайтів та мобільних додатків.,Design,pre,1.0,"Є досвід розробки сайтів та мобільних додатків.
Привіт всім! 
Шукаю роботу на позицію trainee/junior UI/UX designer. Моя головна мета - стати справжнім професіоналом у цій галузі і навчитися створювати не тільки гарні, але й зручні інтерфейси. Якщо ви готові взяти на борт відповідальну особу і поділитися досвідом з тим, хто справді оцінить це, я саме та, хто вам потрібен.
Для мене важливо ""йти в ногу з часом"", постійно розвиватися і бути корисною соціуму за допомогою дизайну. Буде це маленька команда чи великий проект? - не важливо. Хочеться продумувати як продукт буде працювати, тобто стати спеціалістом UX/UI, який концентрується на потребах користувача. Логічні схеми, прототипи, компоновка, тесутвання - це все те, що мені до душі.",uk,45ea9e95-da22-578b-addd-7becd9e13be5,11177
