Position,Moreinfo,Looking For,Highlights,Primary Keyword,English Level,Experience Years,CV,CV_lang,id,__index_level_0__
IT Project Manager,"До обов'язків входила повна комунікація з клієнтом, ведення всіх переговорів та контроль правок, коротко - місток між клієнтом та реалізацією. Керував персоналом максимум 20 осіб, маю хороші комунікативні навички, швидко вливаюся в колектив і можу коректно пушити динозаврів, що засиділися. Займалися в основному діджиталом, веб і дизайном додатків. Також брав участь у архітектурних проектах на посаді того ж таки PMa.
IT команди складалися із фронтів, беків, QA, дизайнерів, іноді були девопси.","цікаво було б взяти участь у великих проектах, з можливим розвитком усередині компанії.",,Project Manager,pre,4.0,"
До обов'язків входила повна комунікація з клієнтом, ведення всіх переговорів та контроль правок, коротко - місток між клієнтом та реалізацією. Керував персоналом максимум 20 осіб, маю хороші комунікативні навички, швидко вливаюся в колектив і можу коректно пушити динозаврів, що засиділися. Займалися в основному діджиталом, веб і дизайном додатків. Також брав участь у архітектурних проектах на посаді того ж таки PMa.
IT команди складалися із фронтів, беків, QA, дизайнерів, іноді були девопси.
цікаво було б взяти участь у великих проектах, з можливим розвитком усередині компанії.",uk,371babcc-6216-55e4-ac69-dd758eeb32c4,6867
IT Project Manager,"Менеджер IT проєктів
22.05.2019 р. - теперішній час:
- супровід проєктів (понад 10 проєктів, команди 3-7 осіб);
- підготовка недільних/місячних звітів по проєктам;
- контроль робочого часу команди;
- оцінювання задач та контроль їх виконання;
- ведення протоколів зустрічей/переговорів;
- розв'язання організаційних питань;
- встановлення пріоритетів і розподілення задач між членами команди;
- взаємодія з різними підрозділами компанії;
- проведення щоденних мітингів з командою;
- формалізація та декомпозиція задач;
- укладання договорів на розробку ПЗ;
- підготовка актів виконаних робіт;
- комунікація з замовником (збір/оформлення вимог до ПЗ);
- створення та підтримки проектної документації (КП, устав проєкту);
- проведення демонстрацій продукту та передача його замовнику.

QA Engineer
22.02.2019р. - 22.05.2019 р.:
- ручне тестування веб-ресурсів (публічні та адміністративні частини); 
- написання тест-кейсів та чек-листів; 
- написання тест плану; 
- написання баг-репортів; 
- тестування API за допомогою Postman;
- функціональне та нефункціональне тестування програми;
- робота в баг-трекінговій системі Jira, Trello.",,"Досвід роботи управління декількома проєктами/командами одночасно. 
Дотримання строків виконання проєктів.
Стресостійкість.
Маю досвід роботи HR - інтерв”ю (співбесіди кандидатів на посаду QA).",Project Manager,pre,3.0,"Досвід роботи управління декількома проєктами/командами одночасно. 
Дотримання строків виконання проєктів.
Стресостійкість.
Маю досвід роботи HR - інтерв”ю (співбесіди кандидатів на посаду QA).
Менеджер IT проєктів
22.05.2019 р. - теперішній час:
- супровід проєктів (понад 10 проєктів, команди 3-7 осіб);
- підготовка недільних/місячних звітів по проєктам;
- контроль робочого часу команди;
- оцінювання задач та контроль їх виконання;
- ведення протоколів зустрічей/переговорів;
- розв'язання організаційних питань;
- встановлення пріоритетів і розподілення задач між членами команди;
- взаємодія з різними підрозділами компанії;
- проведення щоденних мітингів з командою;
- формалізація та декомпозиція задач;
- укладання договорів на розробку ПЗ;
- підготовка актів виконаних робіт;
- комунікація з замовником (збір/оформлення вимог до ПЗ);
- створення та підтримки проектної документації (КП, устав проєкту);
- проведення демонстрацій продукту та передача його замовнику.

QA Engineer
22.02.2019р. - 22.05.2019 р.:
- ручне тестування веб-ресурсів (публічні та адміністративні частини); 
- написання тест-кейсів та чек-листів; 
- написання тест плану; 
- написання баг-репортів; 
- тестування API за допомогою Postman;
- функціональне та нефункціональне тестування програми;
- робота в баг-трекінговій системі Jira, Trello.
",uk,48bb92c2-71f8-5386-9532-ddc2e3135cd0,6868
IT Project Manager,Немає,,"Я є професійним спортсменом, тому наполегливість, завзятість до своєї справи це про мене. Про свої досягнення в спорті писати не буду). Закінчую курси  IT Project Managment та неймовірно сильно хочу отримати досвід у цій сфері. Англійська в мене на рівні + скоро буду брати ше одні курси по англійській мові аби імпрувнути мої скіли. Маю постійну можливість спілкуватись нею у розмовному стилі",Project Manager,upper,1.0,"Я є професійним спортсменом, тому наполегливість, завзятість до своєї справи це про мене. Про свої досягнення в спорті писати не буду). Закінчую курси  IT Project Managment та неймовірно сильно хочу отримати досвід у цій сфері. Англійська в мене на рівні + скоро буду брати ше одні курси по англійській мові аби імпрувнути мої скіли. Маю постійну можливість спілкуватись нею у розмовному стилі
Немає
",uk,83948630-eac5-55f3-bcf5-c122ece095a1,6869
IT Project Manager,"Робота в digital marketing останні 4 роки. 

Навички:
- комунікація з клієнтом та командою для внесення змін;
- розподіл задач між співробітниками;
- перевірка стану проєкту на кожному етапі роботи;
- дотримання дедлайнів;
- перевірка відповідності до бюджетів проєкту;
- розрахунок бюджету для таргетованої, контекстної реклами;
- ведення сторінок Facebook & Instagram;
- запуск таргетованої та контекстної реклами;
- звітність;
- участь у написанні маркетингової стратегії;
- наповнення сайту товарами;
- фотозйомка.",,,Project Manager,pre,0.5,"
Робота в digital marketing останні 4 роки. 

Навички:
- комунікація з клієнтом та командою для внесення змін;
- розподіл задач між співробітниками;
- перевірка стану проєкту на кожному етапі роботи;
- дотримання дедлайнів;
- перевірка відповідності до бюджетів проєкту;
- розрахунок бюджету для таргетованої, контекстної реклами;
- ведення сторінок Facebook & Instagram;
- запуск таргетованої та контекстної реклами;
- звітність;
- участь у написанні маркетингової стратегії;
- наповнення сайту товарами;
- фотозйомка.
",uk,4e54e2d5-6397-5132-9341-d6c3ca0dad0f,6870
IT Project Manager,"ТОП 5 речей, які я роблю на найвищому рівні:
Ефективно організовувати роботу віддалених команд, чітко ставити завдання, доносити їх суть, контролювати виконання.
Планувати та вести проекти від ідеї до кінцевого результату (складати технічну документацію, будувати графіки, робочі плани, визначати контрольні точки, пріоритизувати беклог)
Вибудовувати ефективну комунікацію як із командою, так і з замовником, вміння вирішувати конфліктні ситуації.
Робити up-sale та cross-sale, вибудовувати маркетингову стратегію та продавати її замовнику.
Вести кілька проектів одночасно за умов дуже обмежених ресурсів (ситуації, коли проектів багато, а людей і часу мало)

ТОП 5 речей, які я вмію:
Копірайтинг: пишу тексти, що продають, статті, текстове наповнення сайтів, пости в блоги та соцмережі.
Спілкування із замовниками іноземними мовами. Рівень англійської Upper intermediate дозволяє комунікувати як усно, так і письмово. Також писала текстове наповнення англомовної версії сайту для одного із проектів. Постійно працюю над підвищенням свого рівня.
Пошук підрядників та нових членів команди: від створення та розміщення вакансій до проведення співбесід та впровадження людини у проект.
Тестування готового продукту чи його проміжних фаз, складання баг репорту, контроль виправлення.
Досвід роботи з CMS та конструкторами сайтів, робота з CRM системами.

Моєю відмінною рисою є вміння пояснити замовнику складні технічні процеси простою, «людською» мовою, і в той же час чітко і зрозуміло донести до команди побажання замовника і проконтролювати, щоб вони були реалізовані в обумовлені терміни та з належною якістю.",,"Стала project manager №1 з-поміж 470 кандидатів на платформі Freelancehunt, маю 100% позитивних відгуків від замовників та середню оцінку 10 з 10.
Виступала на міжнародній IT конференції VIII International conference “Information Technology and Implementation” (IT&I-2021), на якій мою доповідь визнали однією з кращих.",Project Manager,upper,3.0,"Стала project manager №1 з-поміж 470 кандидатів на платформі Freelancehunt, маю 100% позитивних відгуків від замовників та середню оцінку 10 з 10.
Виступала на міжнародній IT конференції VIII International conference “Information Technology and Implementation” (IT&I-2021), на якій мою доповідь визнали однією з кращих.
ТОП 5 речей, які я роблю на найвищому рівні:
Ефективно організовувати роботу віддалених команд, чітко ставити завдання, доносити їх суть, контролювати виконання.
Планувати та вести проекти від ідеї до кінцевого результату (складати технічну документацію, будувати графіки, робочі плани, визначати контрольні точки, пріоритизувати беклог)
Вибудовувати ефективну комунікацію як із командою, так і з замовником, вміння вирішувати конфліктні ситуації.
Робити up-sale та cross-sale, вибудовувати маркетингову стратегію та продавати її замовнику.
Вести кілька проектів одночасно за умов дуже обмежених ресурсів (ситуації, коли проектів багато, а людей і часу мало)

ТОП 5 речей, які я вмію:
Копірайтинг: пишу тексти, що продають, статті, текстове наповнення сайтів, пости в блоги та соцмережі.
Спілкування із замовниками іноземними мовами. Рівень англійської Upper intermediate дозволяє комунікувати як усно, так і письмово. Також писала текстове наповнення англомовної версії сайту для одного із проектів. Постійно працюю над підвищенням свого рівня.
Пошук підрядників та нових членів команди: від створення та розміщення вакансій до проведення співбесід та впровадження людини у проект.
Тестування готового продукту чи його проміжних фаз, складання баг репорту, контроль виправлення.
Досвід роботи з CMS та конструкторами сайтів, робота з CRM системами.

Моєю відмінною рисою є вміння пояснити замовнику складні технічні процеси простою, «людською» мовою, і в той же час чітко і зрозуміло донести до команди побажання замовника і проконтролювати, щоб вони були реалізовані в обумовлені терміни та з належною якістю.
",uk,dae9ecbc-79a4-5ef2-b6f4-30912baf6c1d,6871
IT Project Manager,"- управління командою: робота з командою дизайнерів, розробників, тестувальників, контент-менеджерами, командою PM;
- ведення переговорів та ділового листування.
- комунікація із замовником на всіх етапах розробки проекту;
- написання технічної та проектної документації, погодження із замовником;
- проведення ресерчей, та пошук референсів;
- оцінки з трудовитрат і термінів на реалізацію проектів;
- розробка та затвердження із замовником прототипів сторінок;
- постановка завдань дизайнерам та програмістам, контроль їх виконання (на відповідність ТЗ та дотримання термінів);
- робота з великою кількістю проектів одночасно;
- підбір персоналу, проведення співбесід;
- побудова відділів розробки;
- розробка принципів роботи відділів розробки;
- розробка CRM систем.",,,Project Manager,basic,9.0,"
- управління командою: робота з командою дизайнерів, розробників, тестувальників, контент-менеджерами, командою PM;
- ведення переговорів та ділового листування.
- комунікація із замовником на всіх етапах розробки проекту;
- написання технічної та проектної документації, погодження із замовником;
- проведення ресерчей, та пошук референсів;
- оцінки з трудовитрат і термінів на реалізацію проектів;
- розробка та затвердження із замовником прототипів сторінок;
- постановка завдань дизайнерам та програмістам, контроль їх виконання (на відповідність ТЗ та дотримання термінів);
- робота з великою кількістю проектів одночасно;
- підбір персоналу, проведення співбесід;
- побудова відділів розробки;
- розробка принципів роботи відділів розробки;
- розробка CRM систем.
",uk,b33977f0-81ce-5ced-b457-d8a1802c784e,6872
IT Project Manager / Product Manager,"Досвід роботи в ІТ (комерція, корпоративні проекти та сервіси) вже понад 10 років. Досвід менеджменту 6 років. У скарбничці є успішно запущені проекти. По завданням робилося багато від збору вимог, підготовки проектного плану, нарізки завдань, ведення документації до контролю успішності, формування та мотивація команди та багато іншого. Проекти на зв'язках: Php (laravel) + Vue.js та Node.js + Angular.js. Команда розробки від 2 до 12 розробників.","До вподоби проекти продуктового характеру. Отримую задоволення від правильно працюючого продукту. В пошуку позиції Project Manager / Product Manager, бо подобається не просто бути проджектом, а й залазити у бізнес-процеси, писати вимоги, тестувати та доводити справу до кінця.","Запуск та розвиток web проектів:
• Публічний сервіс (торги, заявки, блогосфера, чати і т.д.),
• Корпоративний сервіс пуш-повідомлень (збір підписників, розсилка пуш-повідомлень, статистика і т.д.),
• Корпоративна CRM під бізнес (продаж, логістика, маркетинг, звіти, продукти, телефонія і т.д.)

Участь у продуктах:
• Публічний сервіс конструктора сайтів (аналог wix)
• Маркетплейси",Project Manager,intermediate,6.0,"Запуск та розвиток web проектів:
• Публічний сервіс (торги, заявки, блогосфера, чати і т.д.),
• Корпоративний сервіс пуш-повідомлень (збір підписників, розсилка пуш-повідомлень, статистика і т.д.),
• Корпоративна CRM під бізнес (продаж, логістика, маркетинг, звіти, продукти, телефонія і т.д.)

Участь у продуктах:
• Публічний сервіс конструктора сайтів (аналог wix)
• Маркетплейси
Досвід роботи в ІТ (комерція, корпоративні проекти та сервіси) вже понад 10 років. Досвід менеджменту 6 років. У скарбничці є успішно запущені проекти. По завданням робилося багато від збору вимог, підготовки проектного плану, нарізки завдань, ведення документації до контролю успішності, формування та мотивація команди та багато іншого. Проекти на зв'язках: Php (laravel) + Vue.js та Node.js + Angular.js. Команда розробки від 2 до 12 розробників.
До вподоби проекти продуктового характеру. Отримую задоволення від правильно працюючого продукту. В пошуку позиції Project Manager / Product Manager, бо подобається не просто бути проджектом, а й залазити у бізнес-процеси, писати вимоги, тестувати та доводити справу до кінця.",uk,1e9e72c7-90b4-5585-94c2-059efed1cbb1,6873
"IT Project Manager, Team Lead","Project Team Lead
Сер 2020 - по сьогодні (2 роки 8 міс)
 
Мої обов'язки:
•	Розробка і супровід чат-ботів, призначених для оптимізації роботи чату.
•	Створення інтеграційних додатків, що зв'язують систему управління взаємовідносинами з клієнтами (CRM) з чат-системою для підвищення ефективності роботи
•	Керування проєктами: планування, організація, координація та контроль за виконанням проєктів з використанням відповідних методологій керування проєктами
•	Комунікація: спілкування із замовником і зацікавленими сторонами, надання регулярних звітів про хід виконання проєктів та усунення можливих перешкод
•	Здійснення регулярного аналізу роботи чат-системи та чат-ботів для оптимізації процесів і поліпшення користувацького досвіду.
•	Управління змінами: оцінювання та управління змінами у вимогах і планах проєктів
•	Організація регулярних нарад, оглядів і демонстрацій продуктів
•	Керування процесом зворотного зв'язку та оцінювання продуктивності команди
•	Пошук можливостей для розвитку та підвищення кваліфікації членів команди
•	Управління ризиками та вжиття заходів щодо їх зниження

Head of Credit Products (SME)
Сер 2018 - Сер 2020 (2 роки 1 міс)

Мої обов'язки:
•	Розробка та впровадження системи управління взаємовідносинами з клієнтами для кредитування, включно з написанням технічного завдання та контролем процесу розробки з використанням методології Kanban 
•	Створення нових кредитних продуктів, таких як Бізнес-розстрочка та фінансування переможців закупівель ProZorro 
•	Трансформацію процесу кредитування для клієнтів, що працюють у секторі малого та середнього бізнесу 
•	Управління командою розробки та команди продуктологів

Project Manager
Чер 2017 - Сер 2018 (1 рік 3 міс)

Мої обов'язки: 
•	Розробка нових функція для клієнтів майданчика (написання ТЗ, створення прототипів, тестування)
•	Побудова та налаштування автоматичних вихідних сервісних і маркетингових комунікацій
•	Каскадні схеми комунікацій та проведення експериментів із відділом телемаркетингу
•	Контроль роботи контакт-центру обслуговування клієнтів майданчика
•	Автоматизація процесів списання комісії та генерація актів виконаних робіт за користування сервісом
•	Контроль за взаєморозрахунками з партнерами і клієнтами
•	Продакшн навчальних відеороликів: написання сценарію, озвучування, зведення звуку та фінальний монтажНавички:  Розробка бізнес-процесів; Запуск нових продуктів; Телемаркетинг; Комунікації з клієнтами;",,,Project Manager,pre,6.0,"
Project Team Lead
Сер 2020 - по сьогодні (2 роки 8 міс)
 
Мої обов'язки:
•	Розробка і супровід чат-ботів, призначених для оптимізації роботи чату.
•	Створення інтеграційних додатків, що зв'язують систему управління взаємовідносинами з клієнтами (CRM) з чат-системою для підвищення ефективності роботи
•	Керування проєктами: планування, організація, координація та контроль за виконанням проєктів з використанням відповідних методологій керування проєктами
•	Комунікація: спілкування із замовником і зацікавленими сторонами, надання регулярних звітів про хід виконання проєктів та усунення можливих перешкод
•	Здійснення регулярного аналізу роботи чат-системи та чат-ботів для оптимізації процесів і поліпшення користувацького досвіду.
•	Управління змінами: оцінювання та управління змінами у вимогах і планах проєктів
•	Організація регулярних нарад, оглядів і демонстрацій продуктів
•	Керування процесом зворотного зв'язку та оцінювання продуктивності команди
•	Пошук можливостей для розвитку та підвищення кваліфікації членів команди
•	Управління ризиками та вжиття заходів щодо їх зниження

Head of Credit Products (SME)
Сер 2018 - Сер 2020 (2 роки 1 міс)

Мої обов'язки:
•	Розробка та впровадження системи управління взаємовідносинами з клієнтами для кредитування, включно з написанням технічного завдання та контролем процесу розробки з використанням методології Kanban 
•	Створення нових кредитних продуктів, таких як Бізнес-розстрочка та фінансування переможців закупівель ProZorro 
•	Трансформацію процесу кредитування для клієнтів, що працюють у секторі малого та середнього бізнесу 
•	Управління командою розробки та команди продуктологів

Project Manager
Чер 2017 - Сер 2018 (1 рік 3 міс)

Мої обов'язки: 
•	Розробка нових функція для клієнтів майданчика (написання ТЗ, створення прототипів, тестування)
•	Побудова та налаштування автоматичних вихідних сервісних і маркетингових комунікацій
•	Каскадні схеми комунікацій та проведення експериментів із відділом телемаркетингу
•	Контроль роботи контакт-центру обслуговування клієнтів майданчика
•	Автоматизація процесів списання комісії та генерація актів виконаних робіт за користування сервісом
•	Контроль за взаєморозрахунками з партнерами і клієнтами
•	Продакшн навчальних відеороликів: написання сценарію, озвучування, зведення звуку та фінальний монтажНавички:  Розробка бізнес-процесів; Запуск нових продуктів; Телемаркетинг; Комунікації з клієнтами;
",uk,e29cd18b-32dc-5295-a451-7f8f1f9b4753,6874
JavaScript Developer OR Project Manager,"Маю досвід роботи  менше 6місяців, на посаді CRM developer 
я  створював логіку для додатка за домогою якого можна було вести облік данних, також знайомий з MongoDB.
Маю досвід роботи з JavaScript,  дуже замотивована та комунікабельна персона, хочу якнайшвидше потрапити до вашої команди та розвиватися!
Наступні 8 місяців, я займався розробкою проекту з продажу тооварів, був Project Manager з розробки CRM системи на базі Retool",Очікую круту команду яка буде мотивувати ти з якою буде приємно працювати та проводити час. Також очікую конкурентну заробітну плату,"Маю нахил до вивчення мов, можу вивчити мову за два місяці, я закінчив КПІ ім. Ігоря Сікорського, також постійно розвиваюсь, та самовдосконалююсь.",JavaScript,intermediate,1.5,"Маю нахил до вивчення мов, можу вивчити мову за два місяці, я закінчив КПІ ім. Ігоря Сікорського, також постійно розвиваюсь, та самовдосконалююсь.
Маю досвід роботи  менше 6місяців, на посаді CRM developer 
я  створював логіку для додатка за домогою якого можна було вести облік данних, також знайомий з MongoDB.
Маю досвід роботи з JavaScript,  дуже замотивована та комунікабельна персона, хочу якнайшвидше потрапити до вашої команди та розвиватися!
Наступні 8 місяців, я займався розробкою проекту з продажу тооварів, був Project Manager з розробки CRM системи на базі Retool
Очікую круту команду яка буде мотивувати ти з якою буде приємно працювати та проводити час. Також очікую конкурентну заробітну плату",uk,16f3aa80-b48a-5237-a31e-f3ec6c977f41,7539
"Junior Business Analyst, Junior Project Manager","Зараз займаю посаду менеджера з продажів але за функціоналом вона більше відповідає менеджеру з управління проектами, одночасно керую більше 20-ма проектами газифікації об’єктів різної складності та на різних етапах виконання робіт( заява-обстеження, тех. умови-проектування, будівельно-монтажні, приймання в експлуатацію та пуск газу в мережу замовника). Також позаштатний бізнес тренер компанії, неодноразово проводив тренінги для відділів сервісного обслуговування та з продажів.",,"На думку мого колективу я є агентом змін, хоча на мою думку я просто виконую свої функціональні обов'язки та втілюю в життя місію та цілі компанії. Можу самостійно розробити дизайн та зверстати невеличкий сайт, а потім залити його на хостинг. Керую дроном. Вісім раз самостійно стрибав з парашутом.",Business Analyst,intermediate,1.0,"На думку мого колективу я є агентом змін, хоча на мою думку я просто виконую свої функціональні обов'язки та втілюю в життя місію та цілі компанії. Можу самостійно розробити дизайн та зверстати невеличкий сайт, а потім залити його на хостинг. Керую дроном. Вісім раз самостійно стрибав з парашутом.
Зараз займаю посаду менеджера з продажів але за функціоналом вона більше відповідає менеджеру з управління проектами, одночасно керую більше 20-ма проектами газифікації об’єктів різної складності та на різних етапах виконання робіт( заява-обстеження, тех. умови-проектування, будівельно-монтажні, приймання в експлуатацію та пуск газу в мережу замовника). Також позаштатний бізнес тренер компанії, неодноразово проводив тренінги для відділів сервісного обслуговування та з продажів.
",uk,3aae2c44-7624-523b-8823-ea171cb6de23,7792
Junior IT Project Manager,"-Досвід PM (будівництво, дизайн, архітектура, ремонт) - 5+ років
-Практичні навички найму та управління командами на декількох одночасних проектах (6 проектів, 300+ чоловік штату в тому числі підрядники)
-Вміння працювати та мотивувати команду, вкладаючись у жорсткий графік та дедлайни
-Траблшутінг
-Бюджетування та оцінка проєктів",,"-Підхоплення та вдале завершення початих проектів, які вважались провальними
-Швидке налагодження баз поставок та логістики на новій місцевості
-Успішна робота при критичних навантаженнях
-Швидке освоєння та впровадження нових технологій, підходів та методів",Project Manager,upper,5.0,"-Підхоплення та вдале завершення початих проектів, які вважались провальними
-Швидке налагодження баз поставок та логістики на новій місцевості
-Успішна робота при критичних навантаженнях
-Швидке освоєння та впровадження нових технологій, підходів та методів
-Досвід PM (будівництво, дизайн, архітектура, ремонт) - 5+ років
-Практичні навички найму та управління командами на декількох одночасних проектах (6 проектів, 300+ чоловік штату в тому числі підрядники)
-Вміння працювати та мотивувати команду, вкладаючись у жорсткий графік та дедлайни
-Траблшутінг
-Бюджетування та оцінка проєктів
",uk,7d082767-8a7e-50b0-b533-244abd50faac,8911
"Junior Media Buyer, Junior Project Manager","Досвід моєї роботи був переважно зв'язаний зі сферою ремонту автомобілів. Я був керівником декількох автосервісів. Розумію що досяг певної планки у цьому напрямку та мрію змінити своє життя, та здобути більш перспективнішу профессію.",Опанувати цікаву та перспективну профессію,"Побудував сильні самостійні команди на автосервісах, налаштував робочі процесси, досяг прибутковості організацій.",Project Manager,upper,0.0,"Побудував сильні самостійні команди на автосервісах, налаштував робочі процесси, досяг прибутковості організацій.
Досвід моєї роботи був переважно зв'язаний зі сферою ремонту автомобілів. Я був керівником декількох автосервісів. Розумію що досяг певної планки у цьому напрямку та мрію змінити своє життя, та здобути більш перспективнішу профессію.
Опанувати цікаву та перспективну профессію",uk,b1525dec-bd8e-588f-9070-107c22501657,9250
junior Project Manager,"Професійні навички:
• Робота з великими масивами даних (АСОПД/КОМТЕХ-W)
• Адміністрування систем
• Робота з ІзОД
• Знання нормативної правової бази 
• знання пакету Office та вільне користування інтернетом

Знання мов:
	Українська та російська вільно.
Англійська – Intermediate.


Курси: 
	На даний час по власному бажанню проходжу online курс з HTML/CSS на базі сайту htmlacademy.ru

Особисті якості: комунікабельність, доброзичливість, бажання навчатися новому, логічне мислення, правдивість, відповідальність, бажання бути корисною.",Профессиональный рост. Адекватный менеджмент. Сложные задачи. Стартап. Белая зарплата.,,Project Manager,basic,0.0,"
Професійні навички:
• Робота з великими масивами даних (АСОПД/КОМТЕХ-W)
• Адміністрування систем
• Робота з ІзОД
• Знання нормативної правової бази 
• знання пакету Office та вільне користування інтернетом

Знання мов:
	Українська та російська вільно.
Англійська – Intermediate.


Курси: 
	На даний час по власному бажанню проходжу online курс з HTML/CSS на базі сайту htmlacademy.ru

Особисті якості: комунікабельність, доброзичливість, бажання навчатися новому, логічне мислення, правдивість, відповідальність, бажання бути корисною.
Профессиональный рост. Адекватный менеджмент. Сложные задачи. Стартап. Белая зарплата.",uk,7f61b450-fefa-5258-b200-07e3c650cab7,9519
